fundid,description,security_master_id,Expected_Date,Expected_Amount,Actual_Date,actual_amount,transaction_type,price,value,cusip,isin,asofdate
2,"WINDR 2004-1X SUB",11112,2006-03-20 00:00:00.0000000,898338.3,2006-03-20 00:00:00.0000000,898338.3,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2006-06-19 00:00:00.0000000,1061289.43,2006-06-20 00:00:00.0000000,606451.1,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2006-06-20 00:00:00.0000000,454838.33,2006-06-21 00:00:00.0000000,454838.33,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2006-09-19 00:00:00.0000000,660190.55,2006-09-19 00:00:00.0000000,660190.55,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2006-12-19 00:00:00.0000000,869229.34,2006-12-20 00:00:00.0000000,496702.48,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2006-12-19 00:00:00.0000000,372526.86,2006-12-21 00:00:00.0000000,372526.86,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2007-03-19 00:00:00.0000000,590324.06,2007-03-19 00:00:00.0000000,590324.06,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2007-03-19 00:00:00.0000000,442743.05,2007-03-23 00:00:00.0000000,442743.05,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2007-06-19 00:00:00.0000000,1023430.37,2007-06-19 00:00:00.0000000,584817.36,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2007-06-19 00:00:00.0000000,438613.01,2007-07-03 00:00:00.0000000,438613.01,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2007-09-19 00:00:00.0000000,422297.61,2007-09-20 00:00:00.0000000,241312.92,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2007-09-20 00:00:00.0000000,180984.69,2007-09-24 00:00:00.0000000,180984.69,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2007-12-19 00:00:00.0000000,909537.62,2007-12-20 00:00:00.0000000,519735.78,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2007-12-20 00:00:00.0000000,389801.84,2007-12-28 00:00:00.0000000,389801.84,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2008-03-19 00:00:00.0000000,1041883.09,2008-03-20 00:00:00.0000000,595361.76,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2008-03-20 00:00:00.0000000,446521.33,2008-03-26 00:00:00.0000000,446523.32,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2008-06-19 00:00:00.0000000,1681224.88,2008-06-19 00:00:00.0000000,960699.94,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2008-06-19 00:00:00.0000000,720524.94,2008-06-25 00:00:00.0000000,720524.95,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2008-09-19 00:00:00.0000000,996620.07,2008-09-23 00:00:00.0000000,569497.18,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2008-09-23 00:00:00.0000000,427122.89,2008-09-25 00:00:00.0000000,427122.89,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2008-12-19 00:00:00.0000000,526568.32,2008-12-23 00:00:00.0000000,300896.18,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2008-12-23 00:00:00.0000000,225672.14,2008-12-23 00:00:00.0000000,225672.13,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2009-03-19 00:00:00.0000000,0,2009-03-20 00:00:00.0000000,435339.54,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2009-03-20 00:00:00.0000000,-435339.54,2009-03-23 00:00:00.0000000,326504.66,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2009-06-19 00:00:00.0000000,457297.75,2009-06-22 00:00:00.0000000,261313,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2009-06-22 00:00:00.0000000,195984.75,2009-07-01 00:00:00.0000000,195984.74,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2009-09-21 00:00:00.0000000,0,2009-09-21 00:00:00.0000000,234835.8,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2009-09-21 00:00:00.0000000,176126.85,2009-09-23 00:00:00.0000000,195984.74,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2009-09-23 00:00:00.0000000,-19857.89,2009-09-30 00:00:00.0000000,-19857.9,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2009-12-21 00:00:00.0000000,0,2009-12-21 00:00:00.0000000,224030.78,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2009-12-21 00:00:00.0000000,168023.1,2009-12-24 00:00:00.0000000,168023.08,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2010-03-19 00:00:00.0000000,1318466.5,2010-03-19 00:00:00.0000000,753409.42,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2010-03-19 00:00:00.0000000,565057.08,2010-03-23 00:00:00.0000000,565057.08,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2010-06-21 00:00:00.0000000,1119493.05,2010-06-22 00:00:00.0000000,639710.32,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2010-06-22 00:00:00.0000000,479782.73,2010-06-24 00:00:00.0000000,479782.73,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2010-09-20 00:00:00.0000000,1283659.86,2010-09-20 00:00:00.0000000,733519.92,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2010-09-20 00:00:00.0000000,550139.94,2010-09-22 00:00:00.0000000,550139.93,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2010-12-20 00:00:00.0000000,1363198.13,2010-12-21 00:00:00.0000000,778970.36,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2010-12-21 00:00:00.0000000,584227.77,2010-12-24 00:00:00.0000000,584227.76,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2011-03-21 00:00:00.0000000,1317838.67,2011-03-22 00:00:00.0000000,753050.68,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2011-03-22 00:00:00.0000000,564787.9925,2011-03-30 00:00:00.0000000,564788,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2011-06-20 00:00:00.0000000,1414413.82,2011-06-21 00:00:00.0000000,808236.46,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2011-06-21 00:00:00.0000000,606177.36,2011-06-24 00:00:00.0000000,606177.35,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2011-09-19 00:00:00.0000000,1151390.26,2011-09-20 00:00:00.0000000,657937.28,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2011-09-20 00:00:00.0000000,493452.98,2011-09-22 00:00:00.0000000,493452.97,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2011-12-19 00:00:00.0000000,1037291.94,2011-12-20 00:00:00.0000000,592738.26,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2011-12-20 00:00:00.0000000,444553.68,2011-12-23 00:00:00.0000000,444553.69,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2012-03-19 00:00:00.0000000,1181309.64,2012-03-19 00:00:00.0000000,675034.08,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2012-03-19 00:00:00.0000000,506275.56,2012-03-21 00:00:00.0000000,506275.56,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2012-06-19 00:00:00.0000000,899015.55,2012-06-20 00:00:00.0000000,899015.56,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2012-09-19 00:00:00.0000000,821020.7425,2012-09-19 00:00:00.0000000,469154.7,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2012-09-19 00:00:00.0000000,351866.04,2012-09-21 00:00:00.0000000,351866.03,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2012-12-19 00:00:00.0000000,757232.89,2012-12-20 00:00:00.0000000,432704.5,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2012-12-20 00:00:00.0000000,324528.39,2012-12-24 00:00:00.0000000,324528.38,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2013-03-19 00:00:00.0000000,625471.3906,2013-03-19 00:00:00.0000000,357412.22,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2013-03-19 00:00:00.0000000,268059.17,2013-03-21 00:00:00.0000000,268059.17,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2013-06-19 00:00:00.0000000,114225.253975,2013-06-20 00:00:00.0000000,65271.58,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2013-06-20 00:00:00.0000000,48953.67,2013-06-21 00:00:00.0000000,48953.68,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2013-09-19 00:00:00.0000000,876761.48,2013-09-20 00:00:00.0000000,501006.56,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2013-09-20 00:00:00.0000000,375754.92,2013-09-24 00:00:00.0000000,375754.92,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2004-1X SUB",11112,2014-09-19 00:00:00.0000000,439978.86,2014-09-25 00:00:00.0000000,439978.86,"Bond Interest",0.0000000000,0.00,"G9695YAB5","USG9695YAB59",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2006-04-19 00:00:00.0000000,674513.87,2006-04-19 00:00:00.0000000,674513.87,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2006-07-19 00:00:00.0000000,643854.85,2006-07-24 00:00:00.0000000,643854.85,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2006-10-19 00:00:00.0000000,614203.04,2006-10-25 00:00:00.0000000,614203.04,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2007-01-19 00:00:00.0000000,708072.7,2007-01-24 00:00:00.0000000,708072.7,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2007-04-19 00:00:00.0000000,967301.65,2007-04-25 00:00:00.0000000,967301.64,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2007-07-19 00:00:00.0000000,488113.22,2007-07-20 00:00:00.0000000,488113.22,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2007-10-22 00:00:00.0000000,672780.95,2007-11-01 00:00:00.0000000,672780.95,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2008-01-22 00:00:00.0000000,625471.11,2008-01-24 00:00:00.0000000,625471.1,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2008-03-11 00:00:00.0000000,-450000,2008-03-14 00:00:00.0000000,-450000,"Bond Purchase Principal",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2008-04-21 00:00:00.0000000,1009119.37,2008-04-28 00:00:00.0000000,1009119.36,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2008-07-21 00:00:00.0000000,899426.55,2008-07-23 00:00:00.0000000,899426.54,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2008-10-20 00:00:00.0000000,583535.64,2008-10-23 00:00:00.0000000,583535.63,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2009-01-20 00:00:00.0000000,282188.88,2009-01-22 00:00:00.0000000,282188.88,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2009-04-20 00:00:00.0000000,353542.5,2009-04-22 00:00:00.0000000,353542.5,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2009-07-20 00:00:00.0000000,0,2009-07-22 00:00:00.0000000,318577.98,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2009-10-19 00:00:00.0000000,0,2009-10-20 00:00:00.0000000,318577.98,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2009-10-20 00:00:00.0000000,-318577.98,2009-10-23 00:00:00.0000000,-81778.09,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2010-01-19 00:00:00.0000000,1093259.74,2010-02-01 00:00:00.0000000,1093259.73,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2010-04-19 00:00:00.0000000,958433.66,2010-04-19 00:00:00.0000000,9799.45,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2010-04-19 00:00:00.0000000,948634.21,2010-04-20 00:00:00.0000000,-9799.45,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2010-04-20 00:00:00.0000000,958433.66,2010-04-21 00:00:00.0000000,958433.65,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2010-07-19 00:00:00.0000000,1300662.896,2010-07-21 00:00:00.0000000,1300662.88,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2010-10-19 00:00:00.0000000,1256158.048,2010-10-22 00:00:00.0000000,1256158.03,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2011-01-19 00:00:00.0000000,1348629.6,2011-02-01 00:00:00.0000000,1348629.6,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2011-04-19 00:00:00.0000000,1632439.808,2011-04-26 00:00:00.0000000,1632439.79,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2011-07-19 00:00:00.0000000,1785514.768,2011-07-21 00:00:00.0000000,1785514.77,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2011-10-19 00:00:00.0000000,1672346.624,2011-10-24 00:00:00.0000000,1672346.624,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2012-01-19 00:00:00.0000000,1441955.28,2012-01-24 00:00:00.0000000,1441955.28,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2012-04-19 00:00:00.0000000,1528073.936,2012-04-23 00:00:00.0000000,1528073.936,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2012-07-19 00:00:00.0000000,623661.66,2012-07-23 00:00:00.0000000,623661.66,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2012-10-19 00:00:00.0000000,636587.776,2012-10-23 00:00:00.0000000,653122.53,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2012-10-23 00:00:00.0000000,-16534.75,2012-10-26 00:00:00.0000000,-16534.75,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2013-01-22 00:00:00.0000000,511459.696,2013-01-23 00:00:00.0000000,511459.7,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2013-04-19 00:00:00.0000000,460013.78,2013-04-24 00:00:00.0000000,460013.76,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2013-07-19 00:00:00.0000000,5710244.95,2013-07-24 00:00:00.0000000,5710244.95,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2014-10-20 00:00:00.0000000,197447.744,2014-10-27 00:00:00.0000000,146372.99,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"WINDR 2005-2X SUB",15001,2014-10-27 00:00:00.0000000,51074.76,2014-11-04 00:00:00.0000000,51074.77,"Bond Interest",0.0000000000,0.00,"G96993AB9","USG96993AB97",2021-08-31 00:00:00.0000000
2,"HLF 1A PS",15544,2008-05-01 00:00:00.0000000,404655.98,2008-05-02 00:00:00.0000000,404655.98,"Bond Interest",0.0000000000,0.00,"43037R305","US43037R3057",2021-08-31 00:00:00.0000000
2,"HLF 1A PS",15544,2008-05-12 00:00:00.0000000,-720000,2008-05-19 00:00:00.0000000,-720000,"Bond Purchase Principal",0.0000000000,0.00,"43037R305","US43037R3057",2021-08-31 00:00:00.0000000
2,"HLF 1A PS",15544,2008-08-01 00:00:00.0000000,358333.17,2008-08-05 00:00:00.0000000,255952.26,"Bond Interest",0.0000000000,0.00,"43037R305","US43037R3057",2021-08-31 00:00:00.0000000
2,"HLF 1A PS",15544,2008-11-03 00:00:00.0000000,243136.46,2008-11-03 00:00:00.0000000,243136.46,"Bond Interest",0.0000000000,0.00,"43037R305","US43037R3057",2021-08-31 00:00:00.0000000
2,"HLF 1A PS",15544,2009-02-02 00:00:00.0000000,175672.59,2009-02-03 00:00:00.0000000,175672.59,"Bond Interest",0.0000000000,0.00,"43037R305","US43037R3057",2021-08-31 00:00:00.0000000
2,"ACABS 2006-1A B1L",19508,2007-06-11 00:00:00.0000000,66944.28,2007-07-10 00:00:00.0000000,66655.24,"Derivative Interest",0.0000000000,0.00,"00082WAE0","US00082WAE03",2021-08-31 00:00:00.0000000
2,"ACABS 2006-1A B1L",19508,2007-09-10 00:00:00.0000000,66655.24,2007-09-17 00:00:00.0000000,66655.24,"Derivative Interest",0.0000000000,0.00,"00082WAE0","US00082WAE03",2021-08-31 00:00:00.0000000
2,"ACABS 2006-1A B1L",19508,2007-06-18 00:00:00.0000000,289.039999999994,2007-10-11 00:00:00.0000000,289.04,"Derivative Interest",0.0000000000,0.00,"00082WAE0","US00082WAE03",2021-08-31 00:00:00.0000000
2,"ACABS 2006-1A B1L",19508,2007-12-10 00:00:00.0000000,66655.24,2007-12-20 00:00:00.0000000,66655.24,"Derivative Interest",0.0000000000,0.00,"00082WAE0","US00082WAE03",2021-08-31 00:00:00.0000000
2,"ACABS 2006-1A B1L",19508,2008-03-10 00:00:00.0000000,66655.24,2008-03-17 00:00:00.0000000,66655.24,"Derivative Interest",0.0000000000,0.00,"00082WAE0","US00082WAE03",2021-08-31 00:00:00.0000000
2,"ACABS 2006-1A B1L",19508,2008-05-02 00:00:00.0000000,-5007200.35,2008-05-08 00:00:00.0000000,-5007200.35,"Bond Purchase Principal",0.0000000000,0.00,"00082WAE0","US00082WAE03",2021-08-31 00:00:00.0000000
2,"ACABS 2006-1A B1L",19508,2008-05-08 00:00:00.0000000,-4794382.81,2008-05-08 00:00:00.0000000,-4794382.81,"Bond Purchase Principal",0.0000000000,0.00,"00082WAE0","US00082WAE03",2021-08-31 00:00:00.0000000
2,"ACABS 2006-1A B1L",19508,2008-05-08 00:00:00.0000000,5007200.35,2008-05-08 00:00:00.0000000,5007200.35,"Bond Sale Principal",0.0000000000,0.00,"00082WAE0","US00082WAE03",2021-08-31 00:00:00.0000000
2,"ACABS 2006-1A B1L",19508,2008-08-14 00:00:00.0000000,-108754.08,2008-08-14 00:00:00.0000000,-108754,"Derivative Interest",0.0000000000,0.00,"00082WAE0","US00082WAE03",2021-08-31 00:00:00.0000000
2,"ACABS 2006-1A B1L",19508,2008-08-14 00:00:00.0000000,-101755.28,2008-08-14 00:00:00.0000000,-101755.28,"Derivative Interest",0.0000000000,0.00,"00082WAE0","US00082WAE03",2021-08-31 00:00:00.0000000
2,"CE B",40305,2007-12-03 00:00:00.0000000,-88592.78,2007-12-03 00:00:00.0000000,-88592.77,"Bond Purchase Interest",0.0000000000,0.00,"MS6143056",,2021-08-31 00:00:00.0000000
2,"CE B",40305,2007-12-03 00:00:00.0000000,-13787452.1801,2007-12-03 00:00:00.0000000,-13787452.1801,"Bond Purchase Principal",0.0000000000,0.00,"MS6143056",,2021-08-31 00:00:00.0000000
2,"CE B",40305,2007-12-11 00:00:00.0000000,120808.333333333,2007-12-14 00:00:00.0000000,120808.333333333,"Bond Interest",0.0000000000,0.00,"MS6143056",,2021-08-31 00:00:00.0000000
2,"CE B",40305,2007-12-14 00:00:00.0000000,-120808.33,2007-12-14 00:00:00.0000000,-120808.33,"Bond Interest",0.0000000000,0.00,"MS6143056",,2021-08-31 00:00:00.0000000
2,"CE B",40305,2007-12-14 00:00:00.0000000,120650,2007-12-14 00:00:00.0000000,120650,"Bond Interest",0.0000000000,0.00,"MS6143056",,2021-08-31 00:00:00.0000000
2,"CE B",40305,2008-01-11 00:00:00.0000000,124671.67,2008-01-16 00:00:00.0000000,124671.67,"Bond Interest",0.0000000000,0.00,"MS6143056",,2021-08-31 00:00:00.0000000
